game_id,market,actor,actor_id,price,round,type,date,time
HZHQaZgypwJ2,clubs,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,27,32,sell,8/3/2022,16:56:139
HZHQaZgypwJ2,clubs,Isolde,079a625f-5cb1-4a69-a30f-989260ab503f,26,32,sell,8/3/2022,16:56:985
HZHQaZgypwJ2,clubs,Ben,19c283e8-9e18-4a9e-8f67-c01b4964b6e9,27,32,sell,8/3/2022,16:56:829
HZHQaZgypwJ2,clubs,Luke,80417f24-9cbd-4dcb-afec-abf586b45e1c,27,32,sell,8/3/2022,16:56:747
HZHQaZgypwJ2,clubs,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,27,32,sell,8/3/2022,16:56:863
HZHQaZgypwJ2,diamonds,feyzi,f4999301-77c9-4a82-868c-bcbcd6e3a38a,27,32,buy,8/3/2022,16:56:747
HZHQaZgypwJ2,clubs,Isolde,079a625f-5cb1-4a69-a30f-989260ab503f,26,32,sell,8/3/2022,16:56:613
HZHQaZgypwJ2,clubs,Luke,80417f24-9cbd-4dcb-afec-abf586b45e1c,27,32,sell,8/3/2022,16:56:390
HZHQaZgypwJ2,clubs,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,27,32,sell,8/3/2022,16:56:564
HZHQaZgypwJ2,diamonds,feyzi,f4999301-77c9-4a82-868c-bcbcd6e3a38a,27,32,buy,8/3/2022,16:56:356
HZHQaZgypwJ2,clubs,Isolde,079a625f-5cb1-4a69-a30f-989260ab503f,26,32,sell,8/3/2022,16:56:331
HZHQaZgypwJ2,clubs,Luke,80417f24-9cbd-4dcb-afec-abf586b45e1c,27,32,sell,8/3/2022,16:55:832
HZHQaZgypwJ2,clubs,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,5c651592-2d37-4622-ab5b-0ff4ca29f2f8,27,32,sell,8/3/2022,16:55:285
HZHQaZgypwJ2,diamonds,feyzi,f4999301-77c9-4a82-868c-bcbcd6e3a38a,27,32,buy,8/3/2022,16:55:73
HZHQaZgypwJ2,clubs,Isolde,079a625f-5cb1-4a69-a30f-989260ab503f,26,32,sell,8/3/2022,16:55:803
